,elevation,TAVG
282,1011.9,29.355227272727273
283,1036.3,45.251136363636405
284,1042.4,46.552045454545464
285,1045.5,43.79545454545456
286,1048.5,46.135454545454536
287,1066.8,44.61636363636364
288,1072.9,47.41096590909092
289,1082.0,33.049999999999976
290,1084.0,45.02094488188977
291,1091.5,52.479310344827596
292,1093.3,62.14482758620688
293,1094.2,46.78250000000001
294,1112.2,67.24275862068968
295,1112.5,46.41022727272726
296,1112.8,68.26
297,1116.8,49.44758620689651
298,1124.7,49.1047727272727
299,1140.0,47.03204545454546
300,1149.1,45.322737642585565
301,1158.2,49.60863636363638
302,1161.3,45.28249999999997
303,1166.8,50.16068965517238
304,1169.8,46.3503448275862
305,1173.5,42.59136363636361
306,1188.7,43.60045454545451
307,1194.2,71.6655172413793
308,1197.9,43.61784090909089
309,1202.4,51.9941379310345
310,1207.0,44.88022727272732
311,1216.2,52.68080000000001
312,1219.2,51.43522727272725
313,1222.2,44.29181818181819
314,1225.3,45.95272727272728
315,1228.3,42.460454545454546
316,1240.5,45.315227272727256
317,1250.3,62.35310344827588
318,1251.2,66.89517241379318
319,1261.9,48.48938461538461
320,1271.0,43.792727272727305
321,1283.2,47.81613636363638
322,1286.3,45.74477272727274
323,1287.8,60.42206896551725
324,1292.4,45.76386363636364
325,1295.4,43.38977272727272
326,1307.6,41.87477272727272
327,1309.4,56.17083969465648
328,1310.6,42.95409090909094
329,1319.8,44.23318181818183
330,1322.8,46.09152671755724
331,1325.9,43.897727272727266
332,1338.1,46.15113636363636
333,1344.2,52.2155428571429
334,1353.3,43.71659090909091
335,1359.4,43.03795454545454
336,1364.9,51.62549618320613
337,1374.6,43.9740909090909
338,1380.7,46.749090909090874
339,1392.9,47.6784090909091
340,1396.0,48.512272727272716
341,1405.1,43.950227272727275
342,1414.3,42.546363636363616
343,1420.4,47.76022727272729
344,1426.5,45.900909090909074
345,1432.6,46.22545454545457
346,1438.7,52.43119999999997
347,1447.8,47.37568181818183
348,1453.9,43.41022727272729
349,1460.0,45.06840909090909
350,1472.2,47.58840909090909
351,1478.3,46.442433460076025
352,1480.7,60.117931034482766
353,1484.4,42.5190909090909
354,1489.3,62.2441221374046
355,1490.5,45.34318181818181
356,1493.5,44.711136363636356
357,1499.6,44.896590909090904
358,1502.7,46.759999999999984
359,1508.8,46.28681818181819
360,1511.8,58.218620689655204
361,1514.9,44.00569259962052
362,1524.0,40.50363636363636
363,1527.0,41.47045454545454
364,1533.1,47.50045454545453
365,1534.7,42.792499999999976
366,1536.2,41.68931818181819
367,1554.5,44.007840909090916
368,1560.6,44.308181818181815
369,1566.7,45.022045454545434
370,1569.7,46.27031766200761
371,1575.8,49.997954545454554
372,1585.0,45.61398477157361
373,1597.2,43.69727272727274
374,1600.2,48.24363636363638
375,1609.3,45.293409090909044
376,1612.4,47.848181818181835
377,1618.5,62.917241379310376
378,1627.0,50.43379310344829
379,1630.7,42.83764258555133
380,1633.7,44.343636363636364
381,1636.8,43.03931818181818
382,1639.8,45.10304182509507
383,1642.9,43.5752272727273
384,1645.9,44.24909090909088
385,1649.0,42.91352272727271
386,1650.2,55.944827586206905
387,1655.1,46.05772727272726
388,1670.3,43.532272727272726
389,1678.2,45.00275862068969
390,1679.4,42.09090909090909
391,1685.5,45.60363636363636
392,1688.6,42.687840909090916
393,1694.7,45.937045454545455
394,1700.8,44.25704545454545
395,1706.9,44.78627272727274
396,1709.9,41.65045454545457
397,1716.0,45.04727272727271
398,1722.1,44.20215909090909
399,1731.3,49.38499999999999
400,1734.3,44.89522727272727
401,1737.4,45.563749999999985
402,1743.5,48.95613636363639
403,1746.5,49.39454545454544
404,1749.6,46.764318181818176
405,1752.6,44.77795454545451
406,1755.6,42.08477272727278
407,1758.7,46.10068181818184
408,1761.7,42.9172727272727
409,1767.8,40.24386363636361
410,1770.9,45.320000000000014
411,1776.7,47.89586206896549
412,1777.0,39.90295454545454
413,1783.1,45.23238636363639
414,1789.2,45.180227272727244
415,1792.2,48.43113636363634
416,1801.4,46.99522727272728
417,1804.4,41.63545454545455
418,1807.5,42.94659090909092
419,1809.3,51.89415384615384
420,1810.5,45.137272727272695
421,1816.6,42.02068181818179
422,1819.7,45.2225
423,1822.7,38.687954545454545
424,1828.8,51.87977272727272
425,1831.8,42.80545454545455
426,1837.9,38.889090909090896
427,1841.0,41.969545454545475
428,1844.0,43.677272727272694
429,1853.8,46.72045454545454
430,1856.2,41.19636363636363
431,1859.3,50.88227272727272
432,1862.3,43.16545454545453
433,1863.9,49.5977272727273
434,1867.8,51.55103448275861
435,1868.4,46.06727272727274
436,1874.5,44.40090909090907
437,1883.7,44.21511363636364
438,1884.0,55.1441379310345
439,1886.7,45.658181818181816
440,1889.8,46.1940909090909
441,1898.9,44.73090909090909
442,1900.7,46.50772727272727
443,1902.0,43.88340909090909
444,1905.0,43.45386363636362
445,1908.7,51.32275862068962
446,1914.1,43.14909090909089
447,1917.2,43.256818181818176
448,1929.4,40.9556818181818
449,1930.0,46.61204545454541
450,1930.9,45.50204545454543
451,1932.4,45.744772727272746
452,1938.5,40.50363636363634
453,1950.7,41.5065909090909
454,1959.9,46.008918406072084
455,1962.9,43.481818181818184
456,1966.0,40.58852272727272
457,1967.8,45.66363636363634
458,1975.1,43.9318181818182
459,1978.2,45.485681818181845
460,1981.2,47.982954545454554
461,1983.9,47.957272727272745
462,1987.3,42.716818181818184
463,1994.6,49.79068181818182
464,1996.4,42.41647727272728
465,2002.5,45.65272727272727
466,2005.6,43.048441064638745
467,2010.5,50.433636363636374
468,2026.9,44.52090909090909
469,2028.4,45.020000000000024
470,2033.0,44.31363636363634
471,2041.2,46.682954545454564
472,2042.2,45.35590909090908
473,2048.3,45.29477272727272
474,2053.1,48.73103448275858
475,2054.4,49.19749999999999
476,2061.4,52.57201520912548
477,2066.2,45.775454545454544
478,2066.5,40.85068181818183
479,2071.7,46.96249999999998
480,2072.6,42.612840909090856
481,2081.8,44.336136363636356
482,2089.4,45.769318181818186
483,2090.9,42.06931818181818
484,2094.0,43.10409090909091
485,2097.0,43.18454545454549
486,2100.1,43.28818181818182
487,2103.1,47.63637065637063
488,2107.7,47.35181818181817
489,2109.2,41.43733840304183
490,2112.3,43.79136363636364
491,2118.4,42.78636363636363
492,2130.6,45.30499999999999
493,2133.6,45.89375000000003
494,2134.5,44.50454545454543
495,2139.7,41.919090909090926
496,2142.7,43.732386363636394
497,2145.8,41.20454545454543
498,2154.9,46.424545454545466
499,2158.0,44.279545454545435
500,2161.9,48.04113636363636
501,2164.1,45.499999999999986
502,2170.2,42.295454545454575
503,2188.5,42.95000000000001
504,2194.0,46.32772727272729
505,2194.6,46.13466498103671
506,2197.6,43.18113636363637
507,2197.9,46.517954545454565
508,2200.7,44.46636363636364
509,2202.2,43.95227272727275
510,2209.8,44.91789772727279
511,2214.4,40.2493181818182
512,2225.0,54.76795454545456
513,2231.1,43.335227272727266
514,2240.3,41.10636363636365
515,2243.3,42.111363636363635
516,2252.5,43.19954545454547
517,2255.2,48.590681818181814
518,2255.5,40.70499999999998
519,2255.8,48.707272727272745
520,2257.3,46.69386363636366
521,2258.6,40.04409090909091
522,2267.7,41.21886363636364
523,2275.0,50.062045454545455
524,2276.9,40.015454545454546
525,2286.0,48.30585227272729
526,2296.1,47.37241379310344
527,2310.4,44.11522727272729
528,2316.5,41.03272727272728
529,2319.2,45.992272727272706
530,2328.7,48.143301707779884
531,2334.5,44.06818181818182
532,2334.8,43.12659090909093
533,2337.8,43.950702087286544
534,2343.6,46.014090909090896
535,2347.0,44.52363636363637
536,2348.5,42.2190909090909
537,2350.0,42.059467680608364
538,2357.9,43.107500000000016
539,2359.2,43.498823529411794
540,2360.4,46.92015209125472
541,2362.2,40.03318181818181
542,2365.2,44.13650853889941
543,2368.3,42.07045454545455
544,2369.5,49.1415909090909
545,2370.1,42.52863636363636
546,2377.4,39.99056818181819
547,2388.4,48.34931818181815
548,2392.7,43.321713419257044
549,2398.8,38.90409090909092
550,2401.8,41.6695454545455
551,2407.9,42.257838179519645
552,2411.0,39.283181818181816
553,2414.0,52.06318181818184
554,2417.1,41.999545454545455
555,2420.1,40.18931818181817
556,2423.2,41.81886363636364
557,2432.3,38.057718631178695
558,2435.4,44.256704545454575
559,2438.4,44.44378787878788
560,2443.6,44.6572727272727
561,2447.2,44.64431818181818
562,2448.5,43.99454545454544
563,2449.7,44.53386363636364
564,2450.6,42.11750000000003
565,2455.8,41.60613636363637
566,2456.7,41.249809885931555
567,2468.9,40.59796815769516
568,2475.9,45.994999999999976
569,2477.7,41.38999999999999
570,2484.1,44.69204545454543
571,2487.2,45.33840909090913
572,2490.2,41.545795454545434
573,2493.0,46.110227272727236
574,2493.3,40.35076335877863
575,2499.4,42.97044247787612
576,2502.4,48.69825095057032
577,2503.9,42.50228136882129
578,2505.8,46.54522727272729
579,2511.6,38.85159090909092
580,2514.3,43.61954545454545
581,2514.6,38.80795454545455
582,2520.7,41.70704545454548
583,2523.7,44.00477272727274
584,2529.8,39.45329545454547
585,2530.1,45.20818181818179
586,2532.9,44.79227272727274
587,2536.5,48.501363636363635
588,2539.0,42.17613636363636
589,2542.0,39.844714828897345
590,2545.1,44.2043181818182
591,2545.7,43.83022727272727
592,2546.0,41.71386363636365
593,2548.1,40.85136363636358
594,2552.7,42.92681818181818
595,2554.2,42.45167938931297
596,2560.3,42.658181818181795
597,2566.4,40.79707224334601
598,2578.6,49.042045454545466
599,2579.8,44.80522727272725
600,2582.9,43.7999239543726
601,2590.8,46.88659715639804
602,2603.0,40.788636363636336
603,2603.3,44.803863636363666
604,2603.9,42.74681818181819
605,2606.0,41.32318181818179
606,2608.2,43.018863636363605
607,2615.8,41.83590909090911
608,2621.3,43.07859090909095
609,2627.4,41.623863636363645
610,2629.2,47.11454545454546
611,2633.8,44.80727272727276
612,2636.5,38.23045454545454
613,2646.0,43.4225
614,2650.2,46.43409090909087
615,2651.8,40.71704545454543
616,2652.7,43.88272727272728
617,2654.2,45.40038167938929
618,2657.9,41.57852272727276
619,2659.1,41.46090909090911
620,2660.0,43.383636363636356
621,2662.7,42.931590909090914
622,2667.0,39.95125475285177
623,2670.0,42.00363636363638
624,2671.6,43.28204545454547
625,2675.2,41.811026615969574
626,2676.1,39.97454545454548
627,2679.2,45.782272727272755
628,2681.6,43.58477272727271
629,2682.2,38.66886363636362
630,2682.5,42.29477272727275
631,2689.9,47.40500000000001
632,2690.5,42.50340909090911
633,2691.4,36.15568181818182
634,2697.5,37.773636363636356
635,2699.9,45.6827272727273
636,2703.6,40.870795454545416
637,2706.6,41.17004545454547
638,2712.7,45.6510227272727
639,2715.2,43.642727272727306
640,2717.3,42.975893536121646
641,2718.8,43.06386363636365
642,2724.9,42.40795454545456
643,2728.0,40.476363636363644
644,2731.0,41.28056818181819
645,2733.1,44.765000000000015
646,2733.4,46.513863636363624
647,2735.6,40.98636363636365
648,2736.8,45.69159090909093
649,2742.6,45.677272727272715
650,2743.2,41.629402843601945
651,2744.7,40.2765909090909
652,2745.9,42.13863636363636
653,2749.3,45.06977272727267
654,2752.3,41.1547727272727
655,2755.4,40.15522727272729
656,2767.6,38.38897338403045
657,2773.7,41.72818181818179
658,2775.2,44.30023346303503
659,2781.3,47.540681818181824
660,2782.5,43.83431818181815
661,2787.4,40.96113636363635
662,2788.9,40.397272727272714
663,2790.7,41.96136363636362
664,2792.0,41.80045454545455
665,2792.6,43.14090909090909
666,2796.5,44.06886363636363
667,2798.7,44.40568181818181
668,2804.2,43.602578199052104
669,2805.1,45.052045454545436
670,2807.8,41.44386363636363
671,2813.3,43.6222727272727
672,2814.2,41.29727272727274
673,2816.4,39.98136363636369
674,2834.6,45.46931818181818
675,2838.6,41.82431818181817
676,2849.9,37.48795454545453
677,2852.9,38.24545454545454
678,2856.0,38.561136363636365
679,2859.0,39.48329545454547
680,2865.1,41.75784090909089
681,2872.7,40.01241379310345
682,2874.3,42.000909090909104
683,2878.8,42.66227272727276
684,2884.0,42.16249999999999
685,2889.5,37.276590909090906
686,2893.8,42.509545454545446
687,2895.6,42.62613636363636
688,2901.1,40.792727272727234
689,2901.4,40.2084090909091
690,2901.7,39.659545454545444
691,2907.8,38.899999999999984
692,2910.8,36.56886363636362
693,2913.9,43.27612903225807
694,2918.2,40.05159090909092
695,2920.0,36.26647727272729
696,2926.1,42.86500000000001
697,2931.3,41.426818181818206
698,2932.2,41.40159090909092
699,2935.2,39.095
700,2938.3,44.37977272727272
701,2941.0,43.892954545454536
702,2943.5,42.42704545454544
703,2951.1,43.105454545454535
704,2956.6,41.333579545454576
705,2965.7,43.87250000000001
706,2971.5,42.21431818181816
707,2980.9,38.75647727272725
708,2987.0,41.829318181818174
709,2993.1,38.30681818181814
710,2995.6,43.76749999999998
711,3002.3,44.668538461538446
712,3005.3,36.921363636363594
713,3020.6,40.76784090909093
714,3034.9,43.32159090909091
715,3035.8,40.12522727272726
716,3039.5,41.87477272727273
717,3041.9,37.75999999999998
718,3045.6,38.95795454545453
719,3048.0,42.62017045454544
720,3054.1,42.078636363636384
721,3060.2,40.63215909090909
722,3062.9,40.272499999999994
723,3063.2,37.51454545454545
724,3078.5,37.61749999999997
725,3084.6,40.440227272727284
726,3109.0,40.25711574952562
727,3115.1,38.03136363636363
728,3119.6,37.41909090909088
729,3139.4,41.44590909090911
730,3151.6,39.35340909090911
731,3154.4,39.20545454545457
732,3157.7,41.168409090909094
733,3169.9,39.3384090909091
734,3174.5,36.51090909090909
735,3200.4,40.711590909090916
736,3215.6,38.2727272727273
737,3225.7,39.75779467680609
738,3228.4,37.03726235741446
739,3230.9,39.01556818181821
740,3237.0,39.75022727272728
741,3243.1,38.06545454545454
742,3246.1,39.485
743,3261.4,36.86545454545459
744,3287.3,39.46727272727274
745,3310.1,41.330000000000005
746,3316.2,39.61011363636361
747,3334.5,36.2259090909091
748,3340.6,39.091590909090925
749,3352.8,40.41051792828688
750,3370.2,40.58114068441066
751,3383.3,39.13386363636363
752,3389.4,42.673863636363606
753,3398.5,38.22178368121443
754,3413.8,38.188863636363635
755,3429.0,38.80454545454547
756,3444.2,37.62090909090909
757,3474.7,36.81124999999997
758,3486.9,38.64704545454549
759,3488.4,40.571818181818195
760,3493.0,37.87113636363639
761,3529.6,38.143181818181816
762,3535.7,37.247954545454576
763,3541.8,38.091363636363646
